合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.58,370.80,369.50,369.54,-2.01,-0.54%,370.16,458.00,"169,533,760.00",-,,
Au99.99,360.80,371.10,280.01,369.79,-1.82,-0.49%,370.14,"18,358.92","6,836,993,660.80",-,,
Au100g,370.80,373.59,370.80,372.31,-0.07,-0.02%,371.88,16.80,"6,247,616.00",-,,
iAu99.99,369.50,369.60,367.80,368.58,-1.83,-0.49%,369.01,263.00,"97,051,160.00",-,,
Au(T+D),370.00,370.96,368.17,369.52,-2.46,-0.66%,369.68,"14,206.00","5,251,748,960.00","140,742",多支付给空,"5,704"
Au(T+N1),375.80,375.80,373.00,374.40,-3.60,-0.95%,374.40,0.40,"149,760.00",622,,
Au(T+N2),378.90,378.90,375.20,376.60,-0.10,-0.03%,376.60,6.80,"2,560,940.00","3,170",,
mAu(T+D),370.35,371.40,368.25,369.52,-2.40,-0.65%,369.91,"3,047.00","1,127,124,334.00","618,956",多支付给空,"91,676"
Pt99.95,207.51,207.62,206.33,206.56,-0.77,-0.37%,206.98,80.00,"16,558,460.00",-,,
Ag(T+D),"4,757","4,761","4,710","4,718",-79,-1.65%,"4,732","1,976,070.00","9,350,773,296.00","7,524,116",多支付给空,"11,580"
NYAuTN06,372.45,374.15,371.40,373.35,-1.50,-0.40%,373.25,25.60,"9,555,960.00","28,006",,
NYAuTN12,377.40,379.90,376.10,377.35,-1.55,-0.41%,378.10,45.20,"17,090,690.00","6,454",,
PGC30g,376.52,376.90,376.52,376.81,-0.60,-0.16%,376.81,0.36,"135,651.60",-,,
